PRIMER DÍGITO;SEGUNDO DÍGITO;CUENTA ALTERNATIVA A 6 DÍGITOS;CUENTA OPERATIVA;CONCEPTO;SALDO FULL IFRS;DIVISA
5;51;515015;;ASOCIACIÓN NACIONAL DE INSTITUCIONES FINANCIERAS   ANIF;0,00;USD
5;51;515020;;FONDO DE GARANTÍAS INSTITUCIONES FINANCIERAS;0,00;USD
5;51;515025;;SERVIBANCA;0,00;USD
5;51;515028;;FENALPROSE;0,00;USD
5;51;515030;;ASCREDIBANCO;0,00;USD
5;51;515035;;RED MULTICOLOR;0,00;USD
5;51;515037;;REDEBAN;0,00;USD
5;51;515045;;CONFEDERACIÓN DE COOPERATIVAS DE COLOMBIA;0,00;USD
5;51;515050;;CONFEDERACIÓN LATINOAMERICANA DE COOPERATIVAS DE AHORRO Y CRÉDITO;0,00;USD
5;51;515053;;FONDO NACIONAL DE BOMBEROS;0,00;USD
5;51;515055;;CONTRALORÍA GENERAL DE LA REPÚBLICA;0,00;USD
5;51;515060;;FEDERACIÓN NACIONAL DE AGENTES DE ADUANA;0,00;USD
5;51;515063;;ACOAS;0,00;USD
5;51;515065;;FEDERACIÓN COLOMBIANA DE COMPAÑÍAS DE LEASING - FEDELEASING;0,00;USD
5;51;515070;;ORGANIZACIÓN DE COOPERATIVAS DE AMÉRICA;0,00;USD
5;51;515082;;FOSYGA;0,00;USD
5;51;515083;;FONDO DE PREVENCIÓN VIAL NACIONAL;0,00;USD
5;51;515085;;FONDO DE RIESGOS LABORALES;0,00;USD
5;51;515095;;OTRAS ENTIDADES Y AGREMIACIONES;0,00;USD
5;51;515097;;RIESGO OPERATIVO;0,00;USD
5;51;515105;;PRIMAS CEDIDAS SEGUROS DE DAÑOS;0,00;USD
5;51;515110;;PRIMAS CEDIDAS SEGUROS DE PERSONAS;0,00;USD
5;51;515115;;PRIMAS CEDIDAS SEGUROS PREVISIONALES;0,00;USD
5;51;515120;;PRIMAS CEDIDAS RIESGOS LABORALES;0,00;USD
5;51;515125;;PRIMAS CEDIDAS SEGUROS OBLIGATORIOS;0,00;USD
5;51;515130;;PRIMAS CEDIDAS CON CÁLCULO DE RESERVA MATEMÁTICA;0,00;USD
5;51;515135;;COSTOS CONTRATOS NO PROPORCIONALES;0,00;USD
5;51;515140;;GASTOS SOBRE ACEPTACIONES;0,00;USD
5;51;515145;;GASTOS SOBRE ACEPTACIONES SEGUROS OBLIGATORIOS;0,00;USD
5;51;515150;;SINIESTROS DE ACEPTACIONES;0,00;USD
5;51;515155;;SINIESTROS DE ACEPTACIONES CONTRATOS NO PROPORCIONALES;0,00;USD
5;51;515160;;SALVAMENTOS PARTE REASEGURADA;0,00;USD
5;51;515165;;PARTICIPACION DE UTILIDADES A COMPAÑIAS CEDENTES;0,00;USD
5;51;515170;;INTERESES RECONOCIDOS;0,00;USD
5;51;515175;;GASTOS RECONOCIDOS A COMPAÑÍAS CEDENTES;0,00;USD
5;51;515180;;CANCELACIONES Y/O ANULACIONES PRIMAS DE REASEGUROS ACEPTADOS;0,00;USD
5;51;515185;;CANCELACIONES Y/O ANULACIONES OTROS INGRESOS POR REASEGUROS;0,00;USD
5;51;515197;;RIESGO OPERATIVO;0,00;USD
5;51;515205;;SEGUROS OBLIGATORIOS;0,00;USD
5;51;515210;;SEGUROS DE DAÑOS Y DE PERSONAS;0,00;USD
5;51;515215;;DE CAPITALIZACIÓN;0,00;USD
5;51;515220;;SEGUROS SEGURIDAD SOCIAL;0,00;USD
5;51;515225;;DE COASEGURO ACEPTADO;0,00;USD
5;51;515230;;DE RIESGOS LABORALES;0,00;USD
5;51;515297;;RIESGO OPERATIVO;0,00;USD
5;51;515305;;PROMOCIÓN Y PREVENCIÓN-RIESGOS LABORALES-ACTIVIDADES BÁSICAS;0,00;USD
5;51;515310;;SERVICIOS DE PROMOCIÓN Y PREVENCIÓN DE RIESGOS LABORALES;0,00;USD
5;51;515397;;RIESGO OPERATIVO;0,00;USD
5;51;515405;;PRIMAS CEDIDAS SEGUROS DE DAÑOS;0,00;USD
5;51;515410;;PRIMAS CEDIDAS SEGUROS DE PERSONAS;0,00;USD
5;51;515415;;PRIMAS CEDIDAS SEGUROS PREVISIONALES;0,00;USD
5;51;515420;;PRIMAS CEDIDAS RIESGOS LABORALES;0,00;USD
5;51;515425;;PRIMAS CEDIDAS SEGUROS OBLIGATORIOS;0,00;USD
5;51;515430;;PRIMAS CEDIDAS SEGUROS CON CÁLCULO DE RESERVA MATEMÁTICA;0,00;USD
5;51;515435;;COSTOS CONTRATOS NO PROPORCIONALES;0,00;USD
5;51;515440;;GASTOS SOBRE ACEPTACIONES;0,00;USD
5;51;515445;;SINIESTROS DE ACEPTACIONES;0,00;USD
5;51;515450;;SINIESTROS DE ACEPTACIONES CONTRATOS NO PROPORCIONALES;0,00;USD
5;51;515455;;SALVAMENTOS PARTE REASEGURADA;0,00;USD
5;51;515460;;PARTICIPACIÓN DE UTILIDADES A COMPAÑÍAS CEDENTES;0,00;USD
5;51;515465;;INTERESES RECONOCIDOS;0,00;USD
5;51;515470;;GASTOS RECONOCIDOS A COMPAÑÍAS CEDENTES;0,00;USD
5;51;515475;;CANCELACIONES Y/O ANULACIONES PRIMAS DE REASEGUROS ACEPTADOS;0,00;USD
5;51;515480;;CANCELACIONES Y/O ANULACIONES OTROS INGRESOS POR REASEGUROS;0,00;USD
5;51;515497;;RIESGO OPERATIVO;0,00;USD
5;51;515505;;MANEJO;0,00;USD
5;51;515510;;CUMPLIMIENTO;0,00;USD
5;51;515515;;CORRIENTE DÉBIL;0,00;USD
5;51;515520;;VIDA COLECTIVA;0,00;USD
5;51;515525;;RESPONSABILIDAD CIVIL;6.015,01;USD
5;51;515530;;INFIDELIDAD Y RIESGOS FINANCIEROS;335.049,99;USD
5;51;515535;;INCENDIO Y/O TERREMOTO-RIESGOS LABORALES;0,00;USD
5;51;515540;;RESPONSABILIDAD CIVIL-RIESGOS LABORALES;0,00;USD
5;51;515545;;INFIDELIDAD Y RIESGOS FINANCIEROS-RIESGOS LABORALES;0,00;USD
5;51;515550;;INCENDIO Y TERREMOTO;226,32;USD
5;51;515555;;SUSTRACCIÓN;10.492,34;USD
5;51;515560;;VEHÍCULOS;9.692,10;USD
5;51;515565;;ACCIDENTES PERSONALES;132,00;USD
5;51;515570;;SEGURO DE DEPÓSITOS;0,00;USD
5;51;515575;;OBLIGATORIO ACCIDENTE DE TRANSITO;0,00;USD
5;51;515580;;PARA OPERACIONES EN BOLSA;0,00;USD
5;51;515585;;TRANSPORTE DE MERCANCÍA;0,00;USD
5;51;515588;;PROTECCIÓN DE VALORES;0,00;USD
5;51;515590;;OTROS SEGUROS POR RIESGOS LABORALES;0,00;USD
5;51;515592;;BENEFICIOS ECONÓMICOS PERIÓDICOS (BEPs);0,00;USD
5;51;515595;;OTROS;79.928,21;USD
5;51;515597;;RIESGO OPERATIVO;0,00;USD
5;51;515605;;DE PROMOCIÓN Y PREVENCIÓN;0,00;USD
5;51;515610;;GARANTÍA DE CALIDAD;0,00;USD
5;51;515695;;OTROS;0,00;USD
5;51;515697;;RIESGO OPERATIVO;0,00;USD
5;51;515705;;SEGUROS PREVISIONALES;0,00;USD
5;51;515797;;RIESGO OPERATIVO;0,00;USD
5;51;515800;;PARTICIPACIÓN NO CONTROLADORA;0,00;USD
5;51;516005;;EQUIPO DE COMPUTACIÓN;7.591,08;USD
5;51;516010;;EQUIPO DE OFICINA;0,00;USD
5;51;516015;;MUEBLES Y ENSERES;306.275,41;USD
5;51;516020;;VEHÍCULOS;16.278,89;USD
5;51;516025;;EQUIPO DE COMPUTACIÓN-RIESGOS LABORALES;0,00;USD
5;51;516030;;EQUIPO DE OFICINA-RIESGOS LABORALES;0,00;USD
5;51;516035;;MUEBLES Y ENSERES-RIESGOS LABORALES;0,00;USD
5;51;516040;;VEHÍCULOS-RIESGOS LABORALES;0,00;USD
5;51;516045;;PREDIOS RURALES;0,00;USD
5;51;516050;;EQUIPO DE MOVILIZACIÓN Y MAQUINARIA;0,00;USD
5;51;516055;;BODEGAS Y SILOS;0,00;USD
5;51;516060;;EDIFICACIONES;341.129,68;USD
5;51;516065;;OTROS DERIVADOS DE RIESGOS LABORALES;0,00;USD
5;51;516070;;PROPIEDADES DE INVERSIÓN;0,00;USD
5;51;516075;;BENEFICIOS ECONÓMICOS PERIÓDICOS (BEPs);0,00;USD
5;51;516095;;OTROS;2.852.504,56;USD
5;51;516097;;RIESGO OPERATIVO;0,00;USD
5;51;516100;;RESERVA DE INSUFICIENCIA DE ACTIVOS;0,00;USD
5;51;516200;;RESERVA DE RIESGOS CATASTRÓFICOS;0,00;USD
5;51;516306;;SUELDOS;0,00;USD
5;51;516309;;DE REPRESENTACIÓN;0,00;USD
5;51;516312;;HORAS EXTRAS;0,00;USD
5;51;516315;;SUBSIDIO DE CONVENCIÓN;0,00;USD
5;51;516318;;AUXILIO DE TRANSPORTE;0,00;USD
5;51;516321;;SUBSIDIO DE ALIMENTACIÓN;0,00;USD
5;51;516324;;CESANTÍAS EMPLEADOS;0,00;USD
5;51;516327;;CESANTÍAS AGENTES;0,00;USD
5;51;516330;;INTERESES SOBRE CESANTÍAS EMPLEADOS;0,00;USD
5;51;516333;;INTERESES SOBRE CESANTÍAS AGENTES;0,00;USD
5;51;516336;;PRIMA LEGAL;0,00;USD
5;51;516339;;PRIMA EXTRALEGAL;0,00;USD
5;51;516342;;VACACIONES;0,00;USD
5;51;516345;;PRIMA DE VACACIONES;0,00;USD
5;51;516348;;PRIMA DE ANTIGÜEDAD;0,00;USD
5;51;516351;;PENSIONES DE JUBILACIÓN;0,00;USD
5;51;516354;;OTRAS PRESTACIONES SOCIALES;0,00;USD
5;51;516357;;BONIFICACIONES;0,00;USD
5;51;516360;;INDEMNIZACIONES;0,00;USD
5;51;516363;;VIÁTICOS;0,00;USD
5;51;516366;;APORTES ISS EN LIQUIDACIÓN;0,00;USD
5;51;516369;;APORTES CAJA DE COMPENSACIÓN FAMILIAR ICBF Y SENA-SALARIO INTEGRAL;0,00;USD
5;51;516372;;AUXILIOS AL PERSONAL;0,00;USD
5;51;516375;;APORTES CAJA DE COMPENSACIÓN ICBF Y SENA;0,00;USD
5;51;516378;;APORTES FONDOS DE PENSIONES;0,00;USD
5;51;516381;;OTROS APORTES Y AUXILIOS AL PERSONAL;0,00;USD
5;51;516397;;RIESGO OPERATIVO;0,00;USD
5;51;516405;;PUBLICIDAD Y PROPAGANDA RIESGOS LABORALES;0,00;USD
5;51;516410;;RELACIONES PÚBLICAS RIESGOS LABORALES;0,00;USD
5;51;516415;;ÚTILES Y PAPELERÍA RIESGOS LABORALES;0,00;USD
5;51;516420;;PROCESAMIENTO ELECTRÓNICO DE DATOS RIESGOS LABORALES;0,00;USD
5;51;516425;;PUBLICACIONES Y SUSCRIPCIONES RIESGOS LABORALES;0,00;USD
5;51;516430;;TRANSPORTE RIESGOS LABORALES;0,00;USD
5;51;516435;;SERVICIOS DE ASEO Y VIGILANCIA RIESGOS LABORALES;0,00;USD
5;51;516440;;SERVICIOS TEMPORALES RIESGOS LABORALES;0,00;USD
5;51;516445;;SERVICIOS PÚBLICOS RIESGOS LABORALES;0,00;USD
5;51;516450;;GASTOS DE VIAJE RIESGOS LABORALES;0,00;USD
5;51;516455;;IMPUESTOS RIESGOS LABORALES;0,00;USD
5;51;516495;;OTROS RIESGOS LABORALES;0,00;USD
5;51;516505;;INSTALACIONES ELÉCTRICAS;0,00;USD
5;51;516510;;ARREGLOS ORNAMENTALES;0,00;USD
5;51;516515;;REPARACIONES LOCATIVAS;-0,00;USD
5;51;516520;;INSTALACIONES ELÉCTRICAS-RIESGOS LABORALES;0,00;USD
5;51;516525;;ARREGLOS ORNAMENTALES-RIESGOS LABORALES;0,00;USD
5;51;516530;;REPARACIONES LOCATIVAS-RIESGOS LABORALES;0,00;USD
5;51;516595;;OTROS;0,00;USD
5;51;516597;;RIESGO OPERATIVO;0,00;USD
5;51;516600;;ACTIVIDADES EN OPERACIONES CONJUNTAS;0,00;USD
5;51;516700;;RENDIMIENTOS ACREEDORES FIDUCIARIOS;0,00;USD
5;51;516805;;EN EL EXTERIOR;0,00;USD
5;51;516810;;PARA USOS INDUSTRIALES;0,00;USD
5;51;516815;;MONEDAS DE ORO;0,00;USD
5;51;516820;;PROCESO METALURGICO;0,00;USD
5;51;516906;;SUELDOS;0,00;USD
5;51;516909;;DE REPRESENTACIÓN;0,00;USD
5;51;516912;;HORAS EXTRAS;0,00;USD
5;51;516915;;SUBSIDIO DE CONVENCIÓN;0,00;USD
5;51;516918;;AUXILIO DE TRANSPORTE;0,00;USD
5;51;516921;;SUBSIDIO DE ALIMENTACIÓN;0,00;USD
5;51;516924;;CESANTÍAS EMPLEADOS;0,00;USD
5;51;516927;;CESANTÍAS AGENTES;0,00;USD
5;51;516930;;INTERESES SOBRE CESANTÍAS EMPLEADOS;0,00;USD
5;51;516933;;INTERESES SOBRE CESANTÍAS AGENTES;0,00;USD
5;51;516936;;PRIMA LEGAL;0,00;USD
5;51;516939;;PRIMA EXTRALEGAL;0,00;USD
5;51;516942;;VACACIONES;0,00;USD
5;51;516945;;PRIMA DE VACACIONES;0,00;USD
5;51;516948;;PRIMA DE ANTIGÜEDAD;0,00;USD
5;51;516951;;PENSIONES DE JUBILACIÓN;0,00;USD
5;51;516954;;OTRAS PRESTACIONES SOCIALES;0,00;USD
5;51;516957;;BONIFICACIONES;0,00;USD
5;51;516960;;INDEMNIZACIONES;0,00;USD
5;51;516963;;VIÁTICOS;0,00;USD
5;51;516966;;APORTES ISS EN LIQUIDACIÓN;0,00;USD
5;51;516969;;APORTES CAJA DE COMPENSACIÓN FAMILIAR, ICBF Y SENA - SALARIO INTEGRAL;0,00;USD
5;51;516972;;AUXILIOS AL PERSONAL;0,00;USD
5;51;516975;;APORTES CAJA DE COMPENSACIÓN, ICBF Y SENA;0,00;USD
5;51;516978;;APORTES FONDOS DE PENSIONES;0,00;USD
5;51;516981;;OTROS APORTES Y AUXILIOS AL PERSONAL;0,00;USD
5;51;516997;;RIESGO OPERATIVO;0,00;USD
5;51;517005;;CARTERA DE CRÉDITOS;86.556.205,30;USD
5;51;517010;;OPERACIONES DE LEASING FINANCIERO;467.679,39;USD
5;51;517015;;OPERACIONES DE LEASING OPERATIVO;0,00;USD
5;51;517020;;CUENTAS POR COBRAR;5.426.533,64;USD
5;51;517025;;CUENTAS POR COBRAR ACTIVIDAD ASEGURADORA;0,00;USD
5;51;517030;;BIENES RECIBIDOS EN PAGO Y RESTITUIDOS;1.345.472,58;USD
5;51;517035;;PARA PROTECCIÓN SEMOVIENTES;0,00;USD
5;51;517040;;DE INVERSIONES;1.460.881,73;USD
5;51;517045;;RIESGO DE LIQUIDEZ;0,00;USD
5;51;517050;;FONDO DE CESANTÍA;0,00;USD
5;51;517055;;FONDO DE PENSIONES;0,00;USD
5;51;517060;;RIESGO DE TASA DE INTERÉS;0,00;USD
5;51;517065;;PRIMAS DEVUELTAS;0,00;USD
5;51;517070;;CAPITAL GARANTÍA – FOGAFIN;0,00;USD
5;51;517075;;POR DETERIORO EN EL VALOR DE LOS ACTIVOS PPE;65.521,55;USD
5;51;517080;;PÉRDIDA POR DETERIORO DEL VALOR DE LOS ACTIVOS INTANGIBLES;0,00;USD
5;51;517085;;POR DETERIORO DEL VALOR DE LOS ACTIVOS BIOLÓGICOS;0,00;USD
5;51;517090;;DETERIORO EN EL VALOR DE LOS ACTIVOS POR DERECHO DE USO;8.341,79;USD
5;51;517095;;POR DETERIORO EN EL VALOR DE OTROS ACTIVOS;144.992,94;USD
5;51;517105;;CRÉDITOS Y OPERACIONES DE LEASING DE CONSUMO;0,00;USD
5;51;517110;;OPERACIONES DE LEASING OPERACIONAL DE CONSUMO;0,00;USD
5;51;517115;;CRÉDITOS Y OPERACIONES DE LEASING COMERCIALES;0,00;USD
5;51;517120;;OPERACIONES DE LEASING OPERACIONAL COMERCIAL;0,00;USD
5;51;517125;;CUENTAS POR COBRAR;0,00;USD
5;51;517205;;MULTAS Y SANCIONES SUPERINTENDENCIA FINANCIERA DE COLOMBIA - DESENCAJE;0,00;USD
5;51;517210;;MULTAS Y SANCIONES SUPERINTENDENCIA FINANCIERA DE COLOMBIA – APALANCAMIENTO;0,00;USD
5;51;517215;;MULTAS Y SANCIONES SUPERINTENDENCIA FINANCIERA DE COLOMBIA - POSICIÓN PROPIA;0,00;USD
5;51;517220;;MULTAS Y SANCIONES SUPERINTENDENCIA FINANCIERA DE COLOMBIA - OTRAS;0,00;USD
5;51;517225;;MULTAS Y SANCIONES OTRAS AUTORIDADES ADMINISTRATIVAS;237,96;USD
5;51;517230;;INDEMNIZACIONES A CLIENTES;332,49;USD
5;51;517235;;OTRAS INDEMNIZACIONES;0,00;USD
5;51;517240;;DEMANDAS LABORALES;0,00;USD
5;51;517245;;DEMANDAS POR INCUMPLIMIENTO DE CONTRATOS;0,00;USD
5;51;517250;;LITIGIOS EN PROCESO EJECUTIVO;0,00;USD
5;51;517255;;OTROS LITIGIOS EN PROCESO ADMINISTRATIVO JUDICIAL O ARBITRAL;0,00;USD
5;51;517295;;OTRAS;0,00;USD
5;51;517305;;SEGURO DE DEPÓSITO DE INSTITUCIONES FINANCIERAS;0,00;USD
5;51;517310;;SEGURO DE DEPÓSITO DE ENTIDADES COOPERATIVAS;0,00;USD
5;51;517315;;GARANTÍAS OTORGADAS FONDOS DE CESANTÍAS;0,00;USD
5;51;517320;;GARANTÍAS OTORGADAS FONDOS DE PENSIONES;0,00;USD
5;51;517325;;PENSIONES ADMINISTRADORAS DE RIESGOS LABORALES;0,00;USD
5;51;517330;;RESERVA POR ADMINISTRACIÓN DEL RIESGO DE GARANTÍAS –FNG-;0,00;USD
5;51;517405;;PAGOS SINIESTROS SIN RECUPERACIONES;0,00;USD
5;51;517497;;PAGOS SINIESTROS SIN RECUPERACIÓN-RIESGO OPERATIVO;0,00;USD
5;51;517502;;CONSTRUCCIONES;0,00;USD
5;51;517504;;MAQUINARIA;0,00;USD
5;51;517506;;VEHÍCULOS;9.874,62;USD
5;51;517507;;EDIFICIOS;460.358,58;USD
5;51;517508;;ENSERES Y ACCESORIOS;439.284,98;USD
5;51;517510;;EQUIPO DE OFICINA;4.831,16;USD
5;51;517512;;EQUIPO INFORMÁTICO;689.466,76;USD
5;51;517514;;EQUIPO DE REDES Y COMUNICACIÓN;74.242,45;USD
5;51;517516;;ACTIVOS TANGIBLES DE EXPLORACIÓN Y EVALUACIÓN;0,00;USD
5;51;517518;;MEJORAS DE DERECHOS DE ARRENDAMIENTO;0,00;USD
5;51;517520;;PROPIEDADES Y EQUIPO EN ARRENDAMIENTO OPERATIVO;0,00;USD
5;51;517522;;BIENES RURALES;0,00;USD
5;51;517524;;EDIFICIOS-RIESGOS LABORALES;0,00;USD
5;51;517525;;MUEBLES Y ENSERES DE OFICINA-RIESGOS LABORALES;0,00;USD
5;51;517526;;EQUIPO DE COMPUTACIÓN-RIESGOS LABORALES;0,00;USD
5;51;517527;;VEHÍCULOS-RIESGOS LABORALES;0,00;USD
5;51;517528;;BIENES REALIZABLES-RIESGOS LABORALES;0,00;USD
5;51;517529;;CONSTRUCCIONES EN PROCESO;0,00;USD
5;51;517531;;OTRAS PROPIEDADES Y EQUIPO;0,00;USD
5;51;517532;;COMPENSACIÓN EXIGIBLE DE TERCEROS POR PARTIDAS DE LA PPE  QUE ESTABAN DETERIORADAS DE VALOR, PÉRDIDAS O ABANDONADAS;0,00;USD
5;51;517572;;MAQUINARIA DERECHO DE USO;0,00;USD
5;51;517573;;VEHÍCULOS DERECHO DE USO;40.670,66;USD
5;51;517574;;EDIFICIOS DERECHO DE USO;2.754.994,10;USD
5;51;517575;;ENSERES Y ACCESORIOS Y EQ OF DERECHO DE USO;0,00;USD
5;51;517577;;EQUIPO INFORMÁTICO DERECHO DE USO;80.925,24;USD
5;51;517578;;EQUIPO DE REDES Y COMUNICACIÓN DERECHO DE USO;0,00;USD
5;51;517579;;PROPIEDADES DE INVERSIÓN DERECHO DE USO;0,00;USD
5;51;517533;;PROPIEDADES DE INVERSIÓN;0,00;USD
5;51;517605;;SEMOVIENTES;0,00;USD
5;51;517610;;OTROS ANIMALES;0,00;USD
5;51;517615;;PLANTACIONES;0,00;USD
5;51;517620;;PRODUCTOS AGRÍCOLAS;0,00;USD
5;51;517695;;OTROS;0,00;USD
5;51;517700;;VALORACIÓN DEL VEHICULO DE PROPÓSITO ESPECIAL;0,00;USD
5;51;518010;;MARCAS COMERCIALES;0,00;USD
5;51;518015;;ACTIVOS INTANGIBLES PARA EXPLORACIÓN Y EVALUACIÓN;0,00;USD
5;51;518020;;PROGRAMAS Y APLICACIONES INFORMÁTICAS;896.113,61;USD
5;51;518025;;LICENCIAS Y FRANQUICIAS;0,00;USD
5;51;518030;;DERECHOS DE PROPIEDAD INTELECTUAL, PATENTES, Y OTROS;0,00;USD
5;51;518035;;DERECHOS DE PROPIEDAD INDUSTRIAL, SERVICIOS Y DERECHOS DE OPERACIÓN;0,00;USD
5;51;518040;;FÓRMULAS, MODELOS, DISEÑOS Y PROTOTIPOS;0,00;USD
5;51;518045;;ACTIVOS INTANGIBLES RELACIONADOS CON CLIENTES;0,00;USD
5;51;518050;;PUESTOS EN BOLSAS DE VALORES;0,00;USD
5;51;518055;;PUESTOS EN BOLSAS DE BIENES Y PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES;0,00;USD
5;51;518060;;MEJORAS A PROPIEDADES TOMADAS EN ARRENDAMIENTO;0,00;USD
5;51;518065;;SEMOVIENTES EN LEASING;0,00;USD
5;51;518070;;PROGRAMAS PARA COMPUTADOR   SOFTWARE DADOS EN LEASING;0,00;USD
5;51;518075;;AMORTIZACIONES RIESGOS LABORALES;0,00;USD
5;51;518205;;SEMOVIENTES;0,00;USD
5;51;518210;;OTROS ANIMALES;0,00;USD
5;51;518215;;PLANTACIONES;0,00;USD
5;51;518220;;PRODUCTOS AGRÍCOLAS;0,00;USD
5;51;518295;;OTROS;0,00;USD
5;51;518305;;BILLETES;0,00;USD
5;51;518310;;MONEDA METÁLICA;0,00;USD
5;51;518315;;VALOR FACIAL MONEDA DESTRUIDA;0,00;USD
5;51;519005;;SERVICIO DE ASEO Y VIGILANCIA;1.108.649,89;USD
5;51;519010;;SERVICIOS TEMPORALES;0,00;USD
5;51;519015;;PUBLICIDAD Y PROPAGANDA;196.797,24;USD
5;51;519020;;RELACIONES PÚBLICAS;108.587,29;USD
5;51;519025;;SERVICIOS PÚBLICOS;1.275.970,46;USD
5;51;519030;;PROCESAMIENTO ELECTRÓNICO DE DATOS;923.355,91;USD
5;51;519035;;GASTOS DE VIAJE;12.158,06;USD
5;51;519040;;TRANSPORTE;613.566,81;USD
5;51;519045;;ÚTILES Y PAPELERÍA;245.796,20;USD
5;51;519050;;GASTOS OPERACIONALES CONSORCIOS O UNIONES TEMPORALES;0,00;USD
5;51;519055;;ÚTILES Y PAPELERÍA RIESGOS LABORALES;0,00;USD
5;51;519060;;TRANSPORTE RIESGOS LABORALES;0,00;USD
5;51;519065;;PUBLICACIONES Y SUSCRIPCIONES;39.006,64;USD
5;51;519070;;DONACIONES;25.000,00;USD
5;51;519075;;PÉRDIDA EN VENTA DE ACTIVOS EN LEASING;0,00;USD
5;51;519085;;GASTOS DE REPRESENTACIÓN;0,00;USD
5;51;519090;;GASTOS BANCARIOS;10.420,09;USD
5;51;519092;;CALIFICACIÓN DE RIESGOS;0,00;USD
5;51;519095;;OTROS;69.325,95;USD
5;51;519097;;RIESGO OPERATIVO;192.472,95;USD
5;55;550505;;AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA;0,00;USD
5;55;550510;;PESCA;0,00;USD
5;55;550515;;MINAS Y MINERALES (CANTERAS);0,00;USD
5;55;550520;;ALIMENTICIOS, BEBIDAS Y ALCOHOLES;0,00;USD
5;55;550525;;INDUSTRIAS MANUFACTURERAS;0,00;USD
5;55;550530;;COMERCIO AL POR MAYOR Y AL POR MENOR;0,00;USD
5;55;550535;;IMPUESTOS Y TASAS;0,00;USD
5;55;550540;;BIENES PRODUCIDOS;0,00;USD
5;55;550545;;BIENES COMERCIALIZADOS;0,00;USD
5;55;550550;;DE MERCANCÍAS;0,00;USD
5;55;550555;;DE MATERIAS PRIMAS;0,00;USD
5;55;550560;;DE MATERIALES INDIRECTOS;0,00;USD
5;55;550565;;COMPRA DE ENERGÍA;0,00;USD
5;55;550570;;COSTOS DE VENTAS EN NEGOCIOS Y ACUERDOS CONJUNTOS;0,00;USD
5;55;550595;;OTROS;0,00;USD
5;55;551005;;ACTIVIDAD FINANCIERA;0,00;USD
5;55;551010;;IMPUESTOS Y TASAS;0,00;USD
5;55;551015;;SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA;0,00;USD
5;55;551020;;CONSTRUCCIONES;0,00;USD
5;55;551025;;SERVICIOS HOTELEROS Y DE PROMOCIÓN TURÍSTICA;0,00;USD
5;55;551030;;TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES;0,00;USD
5;55;551035;;SERVICIO DE TELECOMUNICACIONES;0,00;USD
5;55;551040;;ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER;0,00;USD
5;55;551045;;SERVICIOS DE APOYO INDUSTRIAL;0,00;USD
5;55;551050;;SERVICIOS DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA;0,00;USD
5;55;551055;;SERVICIOS EDUCATIVOS;0,00;USD
5;55;551060;;SERVICIOS SOCIALES Y DE SALUD;0,00;USD
5;55;551065;;SERVICIOS PÚBLICOS;0,00;USD
5;55;551070;;OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES;0,00;USD
5;55;551075;;ARRENDAMIENTOS;0,00;USD
5;55;551080;;COMISIONES Y/O HONORARIOS;0,00;USD
5;55;551095;;OTROS;0,00;USD
5;56;560502;;MATERIA PRIMA;0,00;USD
5;56;560504;;MANO DE OBRA DIRECTA - SERVICIOS PERSONALES;0,00;USD
5;56;560506;;COSTOS INDIRECTOS;0,00;USD
5;56;560508;;SEMOVIENTES;0,00;USD
5;56;560510;;PRODUCTOS AGROPECUARIOS, DE SILVICULTURA, AVICULTURA Y PESCA;0,00;USD
5;56;560512;;PETRÓLEO CRUDO;0,00;USD
5;56;560514;;GAS NATURAL;0,00;USD
5;56;560516;;PRODUCTOS DE MINAS;0,00;USD
5;56;560518;;SAL;0,00;USD
5;56;560520;;IMPRESOS Y PUBLICACIONES;0,00;USD
5;56;560522;;COMBUSTIBLES Y OTROS DERIVADOS DEL PETRÓLEO;0,00;USD
5;56;560524;;LUBRICANTES;0,00;USD
5;56;560526;;ADITIVOS;0,00;USD
5;56;560528;;PRODUCTOS QUÍMICOS;0,00;USD
5;56;560530;;SUBPRODUCTOS;0,00;USD
5;56;560532;;MEDICAMENTOS;0,00;USD
5;56;560534;;MEDICAMENTOS DE USO VETERINARIO;0,00;USD
5;56;560536;;PRODUCTOS ARTESANALES;0,00;USD
5;56;560538;;PRODUCTOS METALÚRGICOS Y DE MICROFUNDICIÓN;0,00;USD
5;56;560540;;PRODUCTOS BÉLICOS Y EXPLOSIVOS;0,00;USD
5;56;560542;;PRODUCTOS DE MADERA;0,00;USD
5;56;560544;;LICORES, BEBIDAS Y ALCOHOLES;0,00;USD
5;56;560546;;PRODUCTOS ALIMENTICIOS;0,00;USD
5;56;560548;;CONSTRUCCIONES;0,00;USD
5;56;560550;;ESPECIES MONETARIAS;0,00;USD
5;56;560552;;PRODUCTOS PETROQUÍMICOS;0,00;USD
5;56;560554;;PRENDAS DE VESTIR Y CALZADO;0,00;USD
5;56;560556;;EQUIPOS;0,00;USD
